query_id,query,qid
935971,體循環,Q427030
936027,峽谷地國家公園,Q541856
936073,秩,Q656784
936557,尼皮恩岛,Q1636644
937098,万程,Q7966990
937169,胭脂虫,Q244274
937729,線性泛函,Q261527
938179,天上山,Q10873922
939269,蛇海,Q333825
940052,長岡京,Q1052803
940984,叻猜拉披色路,Q4924256
941409,刘红良,Q8980896
941955,胡士容,Q15937321
942299,德川家達,Q672741
943805,刀鋒 (小說),Q759329
943918,本因坊道知,Q5896159
944268,2008年加纳总统选举,Q388349
946656,寶徠花園廣場,Q10259821
946814,欧洲汽车尾气排放标准,Q932442
946990,閃閃的紅星之紅星小勇士,Q7573688
947556,杉叶藻科,Q2703325
947594,大衛·韋瑟羅爾,Q541603
948046,费歇尔吲哚合成反应,Q901218
948472,這位太太,Q15938127
948603,涼,Q96593611
948863,本因坊丈和,Q2585443
949330,圣母领报广场,Q866192
949649,阿爾文·羅伯遜,Q449245
949737,中國傳教會,Q5100447
951297,巴斯蒂安·赖因哈特,Q704317
952272,窮得只剩下錢,Q15933740
950795,大白斑,Q1155220
952819,科技树,Q1199501
953040,好想你,Q10942881
954008,日高政光,Q4355175
956192,米高·斯諾,Q2719386
956280,特瑞斯坦水雞,Q1262071
956650,周宁 (足球运动员),Q9089205
957218,吉杰,Q9118084
958331,瓦茨拉夫广场,Q847613
959007,武臣,Q5370353
959814,HTC Rose,Q2612439
959723,格洛克34,Q740962
961037,永義足球隊,Q8025120
960594,劉吉典,Q8991546
961778,王敔,Q15899870
962068,澳大利亞青年奧運會,Q2888727
961957,抓狂一族,Q865699
962699,小伊蛇,Q169184
962958,雅克-141战斗机,Q430766
962889,涩谷茂,Q1018736
963045,小福子,Q10260061
963379,批判现实主义,Q1483466
963194,素麵沙拉,Q5682366
964457,王者基多拉,Q1470558
966841,東方風神錄 ～ Mountain of Faith.,Q1045759
966864,大溪地航空,Q339237
967284,第二次世界大戰戰略轟炸,Q715695
970524,维也纳苏格兰教堂,Q666817
970673,广东潮剧院,Q10282806
970430,卡鲁姆·达文波特,Q517962
971922,施补华,Q11085288
973696,有薪假期,Q7124679
973197,河唇站,Q11141931
972976,2007年金球獎,Q805310
972591,黃帶副緋鯉,Q2698316
974755,大片,Q505119
975670,校车,Q58678
976198,羣星會,Q15909399
975990,米氏酸,Q421283
975619,衝擊理論,Q20001
977700,陸容,Q3820709
976052,小鸡炖蘑菇,Q10263604
978537,明日經典,Q11087905
978832,国际电信联盟无线电通信部门,Q376047
979168,最好的時光,Q708945
979757,万寿竹,Q10865009
979850,三匹箭,Q4034362
979206,泛海國際,Q11143927
980343,毛狗肝菜,Q11127722
980291,贵阳黄猄草,Q15224830
981222,黄苞南星,Q4790866
981571,囊花马兜铃,Q1021025
981163,弯花叉柱花,Q11067954
982124,莲子草,Q3534965
982024,澳門居民,Q15905648
982538,仔榄树,Q10884098
981907,辛果漆,Q15225151
982716,石竹,Q159013
982725,昭苏滇紫草,Q146097
982825,蓝树,Q5430872
982813,宿苞秋海棠,Q10952341
983271,屏边小檗,Q11042874
983350,海南球兰,Q15357612
983400,裂瓣小檗,Q15225626
983493,石果鹤虱,Q15225659
983393,腾冲秋海棠,Q15225624
983512,云南毛果草,Q10880900
983526,铰剪藤,Q15356665
983678,三脉种阜草,Q159024
984392,金平桦,Q15225929
984667,细叶卷耳,Q15226040
984677,大子蝇子草,Q10934757
984492,狭果蝇子草,Q15225966
984761,缕丝花,Q1194086
985159,灰蓟,Q15600856
985347,刺果苏木,Q21874434
985402,黄绿香青,Q11178179
985426,水塔花,Q4911632
985608,海南美登木,Q15343306
985692,葡萄牙國民身份證,Q4907731
986257,萌芽香青,Q15226597
986301,减缩无心菜,Q15226629
986288,须花无心菜,Q15226624
986377,华西蒿,Q15472467
986575,小一点红,Q15586342
986223,盘叶忍冬,Q15226575
986919,湿地风毛菊,Q15227006
987630,老挝柯,Q15227244
987698,山地赤瓟,Q11044918
988219,趙從衍,Q13164576
988138,魔发,Q83965675
988586,银叶桂,Q15227672
988600,棒叶节节木,Q11116397
988544,硬叶粉苞菊,Q15227653
988716,林华鼠尾草,Q7406811
989019,野蕉,Q94643
989266,抱茎叶无柱兰,Q11076771
989342,广西素馨,Q11062492
989367,茸毛果黄耆,Q15228006
989599,蜀西黄耆,Q15228124
989705,四籽野豌豆,Q157911
989565,西域黄耆,Q15228102
990576,绢毛委陵菜,Q3084474
989798,四川红杉,Q148751
990677,黄毛山莓草,Q15527428
990691,蛇泡筋,Q15230600
990858,宽叶亚菊,Q10951171
991103,皱子白花菜,Q2978919
991267,灰胡杨,Q4460783
991757,重羽紫菀,Q15230994
991537,井岗柳,Q10882460
991365,吉拉柳,Q10917161
991784,细茎紫菀,Q15231021
991893,阿墩子马先蒿,Q15231063
991829,毛泡桐,Q157393
991919,灰色马先蒿,Q15231073
991892,羽叶鬼针草,Q15231062
992044,硕花马先蒿,Q15231126
992234,针齿马先蒿,Q15231206
992469,短柱茶,Q15231314
992652,达香蒲,Q15231383
992594,白毛椴,Q15231361
992576,林地鼠麴草,Q1848151
992678,多脉榆,Q4116183
992416,疏舌橐吾,Q15231292
992770,木里厚喙菊,Q11093182
992793,硬叶蓝刺头,Q1542494
993043,天山鼠麴草,Q10939514
993643,单花帚菊,Q10906372
993589,阜康阿魏,Q15231685
992790,丝毛蓝刺头,Q10871309
993785,钝叶独活,Q22106020
993841,丽江独活,Q10877541
994040,矮棱子芹,Q15231873
993961,高山厚棱芹,Q15231834
993889,草甸藁本,Q15231802
993809,腺叶藤,Q10937849
994272,螫毛果,Q15231964
994407,西川红景天,Q15232014
994894,白果白珠,Q15232231
994448,壮健红景天,Q10931552
994907,平卧白珠,Q11060704
994974,三芒景天,Q10866703
995032,弹裂碎米荠,Q158221
995110,阔紫叶堇菜,Q15232330
995136,毛柄堇菜,Q4483394
995281,井冈葡萄,Q10882427
995767,龙盘拉薹草,Q11181683
995781,华疏花薹草,Q10905842
995834,洱海南星,Q11147424
996883,刺盾叶秋海棠,Q15332370
996297,尼泊尔四带芹,Q11041100
996906,异叶八角枫,Q11065884
997100,细茎有柄柴胡,Q18231198
997164,高山芹,Q15232768
997042,刺果峨参,Q10898571
997757,毛果天芥菜,Q15490394
997930,黄鼠狼花,Q7406917
999405,里約環境與發展宣言,Q1202857
999750,景泰陵,Q1689587
999842,张呈栋,Q711270
1001854,太子洩父,Q10941186
1002053,福原耕平,Q5354406
1002183,時代龍屬,Q1655352
1002398,Prototype JavaScript框架,Q746599
1004675,潘杰寧,Q8265847
1006301,溪洲部落,Q10396423
1006908,畢卡索的藍色時期,Q1205085
1009323,2009年二十国集团伦敦峰会,Q2281465
1009941,伊拉克王國,Q149805
1010383,天宇龍屬,Q739132
1011193,呂珊,Q8261023
1012452,中华人民共和国行政管理区列表,Q10872199
1012383,猎德站,Q5963698
1012491,固始站,Q10925868
1013204,美洲森林野牛,Q2336049
1013652,淨土真宗,Q912221
1013899,台灣的十字架,Q10915624
1013992,中国通商史,Q10874141
1014104,藍月,Q328327
1015241,隔膜泵,Q649056
1015016,海心沙,Q3270848
1015289,古巴國家足球隊,Q236014
1015268,紅統府,Q243795
1015342,南小麝鼩,Q1766837
1015708,信武里府,Q334836
1015563,长尾仓鼠,Q1579780
1016928,始二齒獸屬,Q2326463
1018446,傘菌亞綱,Q131868
1016811,姚壯憲,Q9186091
1019197,脱脱蒙哥,Q1196160
1019073,建築技術規則,Q11065508
1021336,绿鹭,Q270722
1020052,慈文影视,Q11074021
1020147,麻哈没的算端,Q1037555
1021617,绿翅金鸠,Q795565
1021365,长尾鸭,Q26597
1021837,短嘴山椒鸟,Q1029798
1021437,镰翅鸡,Q1045174
1021381,雀鹰,Q25380
1021816,红喉鹨,Q241347
1021418,栗鸢,Q645755
1022070,高山雀鹛,Q22236017
1022628,鸲姬鹟,Q1589248
1022340,林柳莺,Q27075477
1022108,眼纹噪鹛,Q40655658
1022252,斑背大尾莺,Q21976264
1022670,白眉鹀,Q1193845
1022759,網上照片輸出業,Q10468886
1023147,1998年中国足球甲B联赛,Q10844195
1024381,奧克蘭鴨,Q262071
1023414,全民英語能力分級檢定測驗,Q5531889
1024345,馬達加斯加交通,Q1037410
1022677,藏雀,Q186184
1024392,阿杜利斯,Q378940
1026129,斑蜓蜥,Q610744
1026062,言少朋,Q15898479
1026194,双带腹链蛇,Q29296560
1026226,白条锦蛇,Q533192
1026412,江相派,Q11134819
1026602,托马斯·科温,Q879077
1026866,史氏蟾蜍,Q1136140
1027275,冬银鲛,Q10895246
1027387,狭串光鱼,Q2179793
1027536,紫辫鱼,Q2017205
1027684,大眼华鳊,Q1039404
1027592,大鳍蛇鳗,Q1870517
1027731,袋唇鱼,Q15224322
1028102,寡鳞副鳅,Q3767511
1028129,短须高原鳅,Q5512636
1028294,台东间吸鳅,Q304521
1028295,窑滩间吸鳅,Q1041721
1028297,长鳍犁头鳅,Q3755546
1028177,西昌高原鳅,Q1041148
1028435,短鳍无斑鱵,Q2026173
1028644,銀帶棘鱗魚,Q2699658
1030303,厚嘴棉鳧,Q386949
1029018,梵汉对音,Q11116120
1030828,驼背鲈,Q664133
1030991,三斑天竺鲷,Q512363
1031304,魯乙,Q11172523
1031417,桔尾蝴蝶鱼,Q11113276
1031390,纵带绯鲤,Q2482294
1031745,锯唇鱼,Q4043223
1032216,克里雍大饭店,Q692768
1032120,藍翅棲鴨,Q845624
1032638,黄边副鳞鲀,Q1499425
1032528,宽额短额鲆,Q1045082
1033167,斯宾娜娃四极虫,Q11080763
1032785,冠鞘盾虫,Q10895167
1033218,吸鱼粘体虫,Q10919796
1033996,加利福尼亚爱氏海葵,Q2678355
1034127,阿芙特短腺吸虫,Q15226571
1036268,角雕,Q53745
1034050,中华仙影海葵,Q2310614
1038043,滙港電訊,Q7990666
1037698,胡士托風波,Q696652
1039222,心理学学派列表,Q1424246
1039460,任何天氣,Q10884625
1039117,出声思维法,Q391810
1039967,长山乡,Q14866644
1039469,贝塞尔滤波器,Q830123
1040422,金關丈夫,Q11647984
1040419,氧化锂,Q385662
1041339,萨莫拉-钦奇佩省,Q744670
1043581,愛情陷阱,Q11073756
1044264,美洲鶴,Q457477
1043995,撒馬爾罕溝,Q2434399
1045822,莫敬止,Q7212412
1047272,捐納,Q11077848
1047637,算帳,Q15902222
1048500,犹大支派,Q913564
1048508,拿鹤,Q1161304
1049714,木糖,Q66589603
1050032,吴居厚,Q10919455
1050139,油气悬架,Q10379767
1050220,芝麻油 (消歧义),Q15888580
1050589,太原科技大学,Q7676659
1050685,魔鬼終結者：未來救贖,Q191543
1051464,方廣寺,Q1045971
1051493,提安娜·安特遜,Q1123887
1052118,情报分析,Q2388514
1052296,迎頭痛擊,Q768609
1053907,Restaurant City,Q10852337
1054021,外科医生马丁,Q1072839
1054191,諾德韋克,Q455464
1055905,賀田金三郎,Q11634921
1056217,各国可再生水资源列表,Q2984342
1056681,花心坑,Q15914211
1056863,明日的記憶/Crazy Moon～妳·是·無敵的～,Q1075219
1059631,探長,Q2083372
1059866,E/Z标记,Q1054288
1060805,于山岛,Q625276
1063141,地球的年齡,Q935310
1065739,张宏民,Q9135941
1063273,小瀝源路,Q10959616
1066206,朱相承,Q7314810
1065420,曹元德,Q10322890
1066699,Microsoft Office程序列表,Q6360556
1066847,格利泽3021b,Q1194278
1068240,潛水鐘與蝴蝶,Q472600
1067448,布塔雷省,Q1135712
1068361,中视网元,Q10876662
1068591,勞斯萊斯業餘足球會,Q7361363
1068691,绿坝娘,Q6121170
1069005,一无所有 (歌曲),Q7062891
1068938,天鹽中川站,Q7705478
1069652,礼部侍郎,Q17029276
1069734,GN-008 熾天使GUNDAM,Q10847260
1070770,花旗球場,Q1072882
1070516,布尔诺死亡行军,Q534971
1073334,西威,Q1934470
1073397,月球车2号,Q1051675
1073833,北条政子,Q463961
1074517,电焊工波力,Q797106
1075243,斯特凡·尼曼雅一世,Q298612
1074899,贵门乡,Q14263288
1076742,藍魚,Q7211529
1077258,马鬃山苏木,Q14249844
1076717,南昆士蘭大學,Q978124
1078422,石根华,Q8461684
1078494,百合二重奏,Q11315421
1080171,愛美娜,Q8263873
1079032,大明国 (年号),Q10935616
1081241,印度孔雀鱉,Q1893257
1080437,聞人姓,Q15918709
1081407,包繶,Q10901644
1081458,藍妮·芭比,Q234670
1081473,香港電影金像獎最佳導演,Q5894560
1081658,生物学史,Q746656
1082546,懒惰删除,Q6506152
1083003,中心频率,Q1940572
1084582,流山線,Q1055870
1084988,歷索斯體育俱樂部,Q623730
1085122,尼鲁姆县,Q2428449
1084164,展览路街道,Q11043352
1085291,枇杷島車站,Q870976
1085945,慈聖皇后,Q704227
1085668,GRES-2發電站,Q764289
1086994,康洪雷,Q9134540
1087009,氟西泮,Q418998
1087022,開關,Q5320
1087657,王绍徽,Q16077635
1088087,广翅目,Q194025
1087747,比重计,Q184846
1087768,原田氏,Q9551916
1088605,竹幼婷,Q9322582
1089456,小平消沒定理,Q2518048
1090749,可逆过程,Q908691
1089907,交互式证明系统,Q1665886
1091601,武当山旅游经济特区,Q11124246
1093537,克里斯·鄧肯,Q2964711
1091529,汪强,Q7967588
1093588,网络购物,Q212930
1095244,阿德人,Q345427
1097090,福州历史,Q15896095
1094719,吉布森沙漠,Q272577
1095020,薩塞克斯王國,Q676184
1095575,加利福尼亞州公平委員會,Q10900732
1097213,破坏军婚罪,Q15904001
1097218,美少女戰士動畫集數列表,Q461072
1098610,打神鞭,Q10297056
1099143,馬田·希登,Q434646
1099760,水稻土,Q11130422
1100190,吉列体育场,Q373355
1102376,诺维科夫自洽性原则,Q2003641
1102531,南斯拉夫人民解放戰爭,Q626006
1104651,墨西哥桃花心木,Q1054467
1105972,估衣街,Q10885697
1106480,安善,Q569107
1106220,花帽青螺,Q7144450
1107166,蝴蝶玉螺,Q13878492
1107936,低斜卷管螺,Q10885840
1107428,兒童安樂死,Q5097845
1107201,平凹鹑螺,Q6774840
1108501,大同东站,Q5227708
1109022,阿纳失失里,Q7080046
1109218,华贵杓蛤,Q13505798
1107700,花斑长旋螺,Q5510177
1109497,孤山站,Q708278
1109252,膨胀大山蜗牛,Q15234200
1109765,马契卷管螺,Q6659108
1110019,网纹拟蚶,Q15234339
1109838,射线斜纹紫云蛤,Q10957221
1110052,羽膜石蛏,Q13768356
1110045,三十秒過後,Q10865428
1110161,奇海菊蛤,Q10942191
1109714,歪斜核螺,Q11125108
1110285,太阳地蛤,Q10941779
1110888,宝塔肩棘螺,Q4837760
1110191,阿里亚绒蛤,Q15234403
1111257,德宝管螺,Q11071614
1111317,唇珊瑚螺,Q7320746
1112690,诺基亚XpressMusic系列,Q2470078
1114300,唐昭明,Q45473616
1112024,李辰,Q45559297
1114403,田力普,Q8340233
1115250,火箭上面级列表,Q6644500
1113222,王南雄,Q10412791
1116858,平井理子,Q8967437
1118390,果敢歷史,Q11107380
1116537,谷口雅美,Q948381
1119859,戰極,Q865558
1120739,黎漢持,Q9001158
1120751,柳葉刀,Q939416
1122309,2009年東亞運動會籃球比賽,Q10845164
1121726,夏奇,Q310763
1122704,中华人民共和国和缅甸联邦边界条约,Q109344720
1123844,黑暗之半,Q845944
1124465,陈诚之,Q16259938
1125219,Bounce (网络),Q895141
1126040,巡行使者,Q11056313
1124716,津田塾大學,Q1061981
1126477,九江长江大桥,Q6203405
1126545,马克瓦尔德不对称合成,Q18669371
1126830,离线浏览,Q840703
1126940,谢尔盖·亚历山德罗维奇·叶赛宁,Q31628
1127719,畅好乡,Q14582126
1129772,死囚樂園,Q482790
1127911,希臘21歲以下國家足球隊,Q957565
1127237,跨媒體製作,Q196600
1131986,广州图书馆,Q5613736
1132058,雷内·科尔辛,Q298491
1130138,第四紀滅絕事件,Q1759232
1132400,莱顿植物园,Q2468128
1133094,顺德扩权,Q15928781
1134075,短丽罗螺,Q13762743
1134188,黍斑眼球贝,Q5395378
1134202,玛瑙拟枣贝,Q5395676
1135754,米基斯·提奥多拉基斯,Q151976
1134910,格雷格·鲁塞德斯基,Q335209
1136203,美国国防部副部长,Q2297543
1136510,Sinclair ZX Spectrum,Q23882
1135799,O型腿,Q1550742
1137012,滑槲果螺,Q1058315
1137235,塞爾吉奧·佩利西耶,Q465699
1137349,津山藩,Q1058224
1137485,靈慈國母,Q1156054
1137509,四川钻螺,Q10924949
1137770,王冠隐绵蟹,Q13502514
1137802,中形仿蛙蟹,Q10875525
1139549,永吉专区,Q10374678
1140724,田晓菲,Q8247068
1140197,宁夏历史,Q10945852
1140913,相良義陽,Q7399045
1140440,保拉·蘇亞雷斯,Q229474
1141164,靈動：鬼影實錄,Q381028
1141326,白龙,Q15926275
1142571,范之杰,Q15920739
1143455,光辉克劳蟹,Q41165516
1143553,隆背瓢蟹,Q2940140
1143549,珠母长眼蟹,Q14133359
1143642,爆丸2大爆破,Q6092479
1143653,小疣瘤蟹,Q10959748
1143827,宁波泥蟹,Q10945999
1143975,平和南海溪蟹,Q13874171
1144175,多刺秀体蚤,Q4563553
1144308,大腹盘肠蚤,Q10937398
1144462,棕色大剑水蚤,Q6556260
1144408,绥芬跛足猛水蚤,Q13840449
1144496,跨立小剑水蚤,Q6555774
1144593,二色桌片参,Q1866886
1144964,西威氏拉土蛛,Q2261527
1145255,黄缘费蛛,Q1820149
1145468,黑双舟蛛,Q1059256
1145520,艾利斑皿蛛,Q4173370
1145551,沼泽侏儒蛛,Q2581115
1146047,草芒果蛛,Q2517204
1146376,机敏漏斗蛛,Q11095056
1146475,吉隆隙蛛,Q10917444
1146554,触形隐石蛛,Q2067207
1146661,曲管巢蛛,Q11090759
1146563,汀坪褛网蛛,Q4156159
1146840,小狂蛛,Q1766179
1147021,樟木爬赛蛛,Q2197860
1147257,条蚁蛛,Q3477751
1148799,叢林奇譚,Q189509
1147299,黑斑蝇狼,Q205160
1150473,至道十五路,Q15931194
1149839,爱尔兰-克莱森重排反应,Q1945726
1151013,馬歷·迪基斯,Q559311
1151092,道之驛,Q1187691
1151829,克里米亞州,Q2677944
1151978,戰列棋,Q1060669
1153159,查爾斯·韋斯雷·穆姆比里,Q1059582
1152805,秋海棠 (消歧义),Q15927172
1153348,中亚美术,Q5060370
1154180,美洲金翅雀,Q27075861
1154281,平壤新聞,Q716805
1154941,安纳波利斯县,Q564523
1155238,厦门战役,Q4870294
1155415,英国重金属新浪潮,Q370515
1155934,Pirates@Home,Q9060067
1157339,高锰酸钙,Q424495
1157873,东城街道 (龙岩市),Q10869913
1157907,灵地乡,Q14460131
1158808,孔志约,Q10944323
1158638,路易斯·奧爾納,Q350266
1157966,坎市镇,Q6365237
1159657,弗里茲·托特,Q57149
1164595,卡洛·杰苏阿尔多,Q192958
1164666,赵亮,Q3575393
1165217,童軍規律,Q1501566
1161404,知床斜里車站,Q7498558
1165553,丁腈橡胶,Q145246
1165843,漫画杂志出版商协会,Q4809742
1166909,加泰罗尼亚联队,Q17228
1167875,龜井義行,Q848245
1167759,I Like to Move It,Q284422
1168581,退行,Q1139051
1168925,心比天高,Q11072113
1169173,非洲排球联合会,Q974919
1170936,戰略事務局117號,Q2008180
1171883,北宋高阳关路帅臣列表,Q9494873
1170293,鑑別率,Q10564215
1171888,北宋永兴军路帅臣列表,Q9493496
1172055,足龍屬,Q921551
1173093,中国国家女子少年足球队,Q5100074
1173880,曼甘,Q2308307
1174438,甘露醇鹽瓊脂,Q1514288
1175600,高铁酸钾,Q418315
1176152,约翰·塔文纳,Q317350
1175758,泰达站,Q5975018
1176722,王自用,Q3205547
1176802,警告信,Q13164535
1176938,新百合丘站,Q1061373
1177915,餃子的王將,Q11666805
1176897,损失规避,Q2874240
1178719,对氯汞苯甲酸,Q229946
1178993,向佐,Q6118099
1179738,"1,2,3-三氯丙烯",Q8485969
1179948,楚留香新傳之蝙蝠傳奇,Q6632143
1180704,2009年夏季聽障奧林匹克運動會柔道比賽,Q10845109
1181620,阿尔图·戈麦斯,Q709631
1182327,安德烈·卡普莱,Q517605
1183169,偏旁,Q10888818
1183681,里加·穆斯塔法,Q459076
1184504,洛汗語,Q1247809
1185292,克朗代克河,Q286340
1185404,納粹集中營,Q328468
1186242,癸酸,Q422613
1186041,金口路,Q16928538
1187324,奥万博人,Q1137067
1187376,戊二酸酐,Q11074437
1188397,大和三山,Q1470150
1189053,老通城,Q15932592
1189138,圣罗萨利亚,Q1640231
1189861,科约阿坎区,Q661315
1189884,糖原磷酸化酶,Q412061
1190021,英德站,Q17030642
1191278,域名交易,Q2066668
1191088,列奥波多博物馆,Q59435
1191482,宜沙战役,Q10949051
1190071,伊丽莎白桥,Q699098
1194969,菲比·赫斯特,Q463046
1192453,岑伯颜,Q11048074
1195809,美岭村,Q10481159
1191651,吉娜·西格娜,Q447882
1194145,云王,Q10881276
1196333,三十三人城,Q830390
1197339,蒲公英女孩,Q7728852
1198053,焖堆渥黄,Q10402134
1197875,雅娜·诺沃特娜,Q229121
1198882,可读性测试,Q2114712
1198914,東方計劃,Q623873
1199952,2010年海地地震,Q43777
1199491,西爾維婭·哈尼卡,Q57977
1199957,麻利亞,Q9012542
1200006,三峽歷史,Q10865948
1200525,曹時,Q11091130
1200892,梅普·吉斯,Q7335
1201171,1949年世界击剑锦标赛,Q954310
1201296,車箱峽,Q17060191
1201678,解文卿烈士就义处,Q17066080
1201993,保罗·迪卡尼奥,Q44655
1202105,史坦克維奇盃,Q10916020
1202780,成都农村商业银行,Q11074635
1203338,奥林匹亚音乐厅,Q915451
1203688,竹篙灣填海工程,Q10456111
1204821,藥 (魯迅),Q15940369
1204847,PlayStation 3硬體,Q2377613
1204960,洛杉矶太阳,Q944841
1205649,Sweet☆Line甜蜜陣線,Q6861594
1206021,锡吉里耶,Q272153
1206094,大日子,Q4905561
1206938,拉金德拉·帕乔里,Q377861
1207586,椎名愛弓,Q2234488
1207929,富蘭那·迦葉,Q6142462
1208111,喻焜,Q10923897
1209206,1924年冬季奥林匹克运动会比利时代表团,Q142614
1209227,兔猴屬,Q2278409
1210312,多明尼克·奥化,Q933554
1210311,吻頰龍屬,Q4189229
1210405,宇津木昆台,Q10946237
1210587,古蹄兔科,Q776374
1210475,莊存與,Q8071186
1211027,李剛己,Q11095582
1210811,葉有挺,Q17010826
1211471,威廉·道格拉斯,Q1391996
1212098,黑洞列表,Q1064688
1211930,索龙县,Q26792
1213210,费剑平,Q15925016
1213572,土蜘蛛,Q2063089
1215041,伊曼纽尔·赛斯,Q984436
1218621,張亞林,Q4354967
1218753,南苏丹总统,Q258969
1218790,馬先登,Q15914190
1214041,查昇,Q11109004
1219390,大苦湖,Q526440
1220033,蕾吉娜,Q3931819
1221942,Rio,Q2426408
1222337,青銅中期文化時期字母,Q1065250
1223652,威廉·巴格莱,Q5371387
1223875,雜賀眾,Q859721
1223920,超人气女魔头,Q164621
1223930,蒲剧,Q10513616
1225483,布拉奧,Q948448
1225643,听好了，不加税,Q455923
1225995,曹云金,Q9189197
1226011,桑博人,Q145573
1226440,蔡子英,Q15920350
1226714,火鳥六,Q14251
1227137,鲍尔斯堂,Q4951110
1227255,The meaning of peace,Q483523
1230305,羅青哲,Q9327506
1230402,三角楣饰,Q190996
1230865,方徽石,Q10308220
1230949,日光岩,Q10310992
1231229,刘培善,Q8317927
1231750,中國電視公司電視城,Q10874823
1231148,友情歲月之山雞故事,Q7796861
1235067,陈庄战斗,Q15935220
1235473,瓦尔特·辟斯顿,Q711052
1234399,特殊複雜性,Q251348
1236916,林辰唏,Q8987299
1239228,AV-Comparatives,Q4655021
1237922,市政会凉廊,Q3836434
1239519,米哈伊尔·佩特罗维奇·西蒙诺夫,Q1073792
1239269,佐佐木勇人,Q210231
1238394,論山市,Q42088
1239972,巴比肯藝術中心,Q653858
1241159,徐司馬,Q11070369
1240493,寧德公主,Q10955564
1242636,瓦亞加河,Q611388
1243356,济时县,Q10384161
1243928,奧基機場,Q2902032
1244040,馮安 (越南),Q6659624
1244352,蔡浙飞,Q8939113
1244583,认证和密钥协商协议,Q4652161
1244971,2月31日,Q1648569
1245393,超级亚久里SA07,Q2089015
1245797,朴智彬,Q496918
1246385,新闻调查,Q7019430
1246049,貝沙沙,Q2899862
1246528,古拉蓋地區,Q1070678
1246622,祖納地崎,Q4520185
1246627,2000年至2001年阿根廷足球甲级联赛,Q422396
1247096,阿德特,Q2824323
1246652,紳寶9-3X,Q420925
1246956,阿瓦伊足球俱乐部,Q374069
1247834,上拉电阻,Q1987617
1249363,卡爾巴拉,Q199909
1250677,北京众泽妇女法律咨询服务中心,Q10902032
1251143,答祿與權,Q45493983
1248841,耶佛·哥圖,Q266270
1251380,阿瑟·布利斯,Q508953
1251820,喀喀喀的鬼太郎 妖怪午夜棒球,Q10923333
1251729,妖娆哥,Q10943016
1253353,海宁府,Q10387146
1253625,美国海军部,Q742787
1255379,坪洲中元建醮,Q10869321
1256046,金華建築藝術公園,Q6202501
1256841,坦克边疆区,Q1068316
1256936,卡马森郡,Q217840
1257234,李士瑞,Q11095846
1257629,比哈尔邦行政区划,Q2588548
1257700,居者冇其屋,Q11042218
1258252,洛克人洛克人,Q3304327
1258825,竇德玄,Q5299528
1262830,中國二戰勞工,Q10874410
1262822,凯莉·普雷斯顿,Q236842
1260512,Code Geass 亡國的阿基德,Q3514707
1263510,侯益,Q10887353
1263545,幸运兔脚,Q1588406
1263855,辘角庄,Q10545736
1265053,腾冲州,Q10491953
1265056,新兴州,Q10303792
1265316,布班扎省,Q460538
1267449,視頻投影機,Q275568
1266375,洛貢河,Q645191
1267419,觸執毛,Q1069206
1269934,朱格朱爾山脈,Q913106
1274262,路人,Q10384128
1274733,金曲2班詳細賽程,Q10563996
1275597,安东尼奥·费尔南德斯,Q610871
1275797,王子职,Q15950463
1276912,拉夫·萊達斯娛樂公司,Q1193843
1276175,金庾信墓,Q6680259
1277188,中英战争,Q10876018
1277518,农村三部曲,Q9430004
1277804,雪宝顶,Q6924687
1278199,糕点战争,Q856168
1278967,菑川國,Q15920209
1278322,王經,Q107483160
1279753,奧摩尼亞體育會,Q240783
1280376,王伾,Q7967574
1280552,薛元超,Q1564603
1280547,湖南省民族事务委员会,Q15911422
1280564,基奧賈戰爭,Q1074467
1280584,鲍沃,Q312173
1281932,Z頻道,Q10863660
1281211,达呼店区,Q8913264
1282035,NIH重排反应,Q6954318
1282117,仙饌密酒,Q131409
1282137,巴尼·斯廷森,Q838512
1283785,布里尼奥勒,Q207584
1285572,過路灣路,Q10552464
1284038,Ω粒子,Q424139
1285990,天宏苑,Q8424013
1290686,尤金·史賴吉,Q699410
1287035,真蒂莱·贝利尼,Q290407
1291450,草坪回族乡,Q14469853
1292041,5000米赛跑,Q240500
1290238,贾佗,Q10538148
1292268,彭绍雄,Q7162677
1292815,1964年歐洲歌唱大賽,Q203983
1293716,日南海岸國定公園,Q1071139
1293784,4TEEN十四歲,Q10846111
1294963,天垒城一,Q1005366
1295165,单靖公,Q10906443
1296216,尹吉甫,Q1725483
1296218,瑞士邮政,Q614803
1300314,黃碧雲,Q8425912
1300229,丑角合唱團,Q208767
1308040,越吉,Q11636450
1306065,文穆皇后,Q8255108
1303332,自然喜歡你,Q15926378
1308328,600,Q257138
1309767,复兴中学,Q10931714
1310722,達尼埃萊·馬薩羅,Q352826
1310988,巴拉那州宪兵,Q1144660
1312539,朱塞佩·西格诺里,Q334684
1316771,澳門高爾夫球公開賽,Q1075582
1318391,唐代长安方言考,Q9649946
1320104,艾琳多南,Q79182
1328537,彼特拉斯·茨维尔卡,Q2496710
1330344,2010年世界盃香港電視轉播權爭議,Q10845219
1334324,86街車站,Q2612205
1337199,太陽之牙,Q1074389
1333825,李晨,Q6538673
1337287,Gimme 5,Q10847315
1337293,華倫委員會,Q722319
1341414,阿尔沃兰海,Q199408
1341630,算学宝鉴,Q15914167
1343575,官箴,Q28347881
