query_id,item_qid,property_qid,adj_item_qid
5469434,Q1640791,P57,Q114548420
5469434,Q1640791,P57,Q51262220
5469434,Q1640791,P58,Q166716
5469434,Q1640791,P58,Q17128162
5469434,Q1640791,P69,Q617433
5469434,Q1640791,P7084,Q9958248
5469434,Q1640791,P734,Q21508730
5469434,Q1640791,P735,Q4925477
5469434,Q1640791,P971,Q9958248
97274,Q164101,P105,Q7432
97274,Q164101,P171,Q111086366
97274,Q164101,P171,Q66115913
97274,Q164101,P171,Q80720480
97274,Q164101,P171,Q161066
97274,Q164101,P171,Q50908118
97274,Q164101,P1889,Q9264293
97274,Q164101,P301,Q55270644
97274,Q164101,P31,Q16521
97274,Q164101,P6104,Q56241615
97274,Q164101,P703,Q63398496
97274,Q164101,P703,Q104197482
97274,Q164101,P703,Q4811191
97274,Q164101,P703,Q2317288
97274,Q164101,P703,Q7841515
97274,Q164101,P910,Q55270644
97274,Q164101,P921,Q122871061
97274,Q164101,P921,Q113256318
97274,Q164101,P921,Q80718458
97274,Q164101,P921,Q125377565
97274,Q164101,P921,Q104386748
97274,Q164101,P9714,Q148
3053851,Q1641230,P1001,Q26693777
3053851,Q1641230,P1001,Q126482465
3053851,Q1641230,P131,Q125929859
3053851,Q1641230,P131,Q54929
3053851,Q1641230,P131,Q24085133
3053851,Q1641230,P131,Q8342624
3053851,Q1641230,P131,Q115499357
3053851,Q1641230,P1313,Q26693777
3053851,Q1641230,P1376,Q23986805
3053851,Q1641230,P1383,Q23986805
3053851,Q1641230,P1464,Q18857526
3053851,Q1641230,P17,Q29
3053851,Q1641230,P19,Q3724275
3053851,Q1641230,P19,Q64711549
3053851,Q1641230,P301,Q28020445
3053851,Q1641230,P31,Q2074737
3053851,Q1641230,P36,Q23986805
3053851,Q1641230,P361,Q107553723
3053851,Q1641230,P421,Q6655
3053851,Q1641230,P47,Q1644843
3053851,Q1641230,P47,Q1769400
3053851,Q1641230,P47,Q1641360
3053851,Q1641230,P47,Q1606460
3053851,Q1641230,P47,Q1644295
3053851,Q1641230,P527,Q107553723
3053851,Q1641230,P6,Q14125463
3053851,Q1641230,P910,Q28020445
3053851,Q1641230,P937,Q14125463
3053851,Q1641230,P971,Q18857526
6757929,Q1641590,P106,Q13381863
6757929,Q1641590,P1344,Q5443020
6757929,Q1641590,P1344,Q5443021
6757929,Q1641590,P1412,Q652
6757929,Q1641590,P19,Q6761
6757929,Q1641590,P20,Q6285
6757929,Q1641590,P21,Q6581097
6757929,Q1641590,P27,Q38
6757929,Q1641590,P27,Q172579
6757929,Q1641590,P31,Q5
6757929,Q1641590,P641,Q12100
6757929,Q1641590,P734,Q36858017
6757929,Q1641590,P735,Q1226597
2824947,Q164163,P10241,Q26790652
2824947,Q164163,P105,Q34740
2824947,Q164163,P1343,Q867541
2824947,Q164163,P1343,Q4173137
2824947,Q164163,P1343,Q112869444
2824947,Q164163,P1343,Q124737632
2824947,Q164163,P138,Q105673051
2824947,Q164163,P138,Q110958244
2824947,Q164163,P138,Q112068331
2824947,Q164163,P138,Q108781049
2824947,Q164163,P138,Q105106728
2824947,Q164163,P1582,Q66100277
2824947,Q164163,P1672,Q66100277
2824947,Q164163,P171,Q18112553
2824947,Q164163,P171,Q18112495
2824947,Q164163,P171,Q85194480
2824947,Q164163,P171,Q6138431
2824947,Q164163,P171,Q21877560
2824947,Q164163,P2975,Q50404952
2824947,Q164163,P301,Q7245556
2824947,Q164163,P31,Q16521
2824947,Q164163,P4000,Q147768
2824947,Q164163,P427,Q164285
2824947,Q164163,P427,Q161244
2824947,Q164163,P527,Q1496601
2824947,Q164163,P6803,Q37105676
2824947,Q164163,P703,Q15427839
2824947,Q164163,P910,Q7245556
2824947,Q164163,P921,Q115924453
2824947,Q164163,P921,Q110013805
2824947,Q164163,P921,Q117928063
2824947,Q164163,P921,Q100708966
2824947,Q164163,P921,Q111629552
3047925,Q1641746,P1001,Q126479074
3047925,Q1641746,P1001,Q26693856
3047925,Q1641746,P131,Q126056720
3047925,Q1641746,P131,Q120404861
3047925,Q1641746,P131,Q97631133
3047925,Q1641746,P131,Q126056737
3047925,Q1641746,P131,Q97629897
3047925,Q1641746,P1313,Q26693856
3047925,Q1641746,P1376,Q24013262
3047925,Q1641746,P1464,Q25998917
3047925,Q1641746,P150,Q1088924
3047925,Q1641746,P17,Q29
3047925,Q1641746,P19,Q25990440
3047925,Q1641746,P19,Q9334809
3047925,Q1641746,P19,Q16302664
3047925,Q1641746,P19,Q60824616
3047925,Q1641746,P19,Q5806274
3047925,Q1641746,P190,Q15473
3047925,Q1641746,P276,Q97177513
3047925,Q1641746,P301,Q6259643
3047925,Q1641746,P31,Q2074737
3047925,Q1641746,P36,Q24013262
3047925,Q1641746,P361,Q1088924
3047925,Q1641746,P361,Q100593680
3047925,Q1641746,P421,Q6655
3047925,Q1641746,P47,Q1641632
3047925,Q1641746,P47,Q731592
3047925,Q1641746,P47,Q1611875
3047925,Q1641746,P47,Q1642224
3047925,Q1641746,P47,Q575658
3047925,Q1641746,P527,Q100593680
3047925,Q1641746,P6,Q14085134
3047925,Q1641746,P910,Q6259643
3047925,Q1641746,P937,Q14085134
3047925,Q1641746,P971,Q25998917
369481,Q1641850,P105,Q34740
369481,Q1641850,P1343,Q112869427
369481,Q1641850,P1420,Q108164559
369481,Q1641850,P171,Q106908059
369481,Q1641850,P171,Q24853223
369481,Q1641850,P171,Q110793746
369481,Q1641850,P171,Q11062363
369481,Q1641850,P171,Q11047811
369481,Q1641850,P301,Q9631991
369481,Q1641850,P31,Q16521
369481,Q1641850,P4000,Q13184
369481,Q1641850,P910,Q9631991
1804185,Q1642086,P1343,Q867541
1804185,Q1642086,P1343,Q19219752
1804185,Q1642086,P1343,Q100951991
1804185,Q1642086,P279,Q1056411
1804185,Q1642086,P279,Q173603
1804185,Q1642086,P279,Q3579211
1804185,Q1642086,P921,Q47545966
1804185,Q1642086,P921,Q84640563
1804185,Q1642086,P921,Q115565320
1693593,Q1642091,P1037,Q1579888
1693593,Q1642091,P106,Q43845
1693593,Q1642091,P106,Q81096
1693593,Q1642091,P106,Q82594
1693593,Q1642091,P1344,Q114717229
1693593,Q1642091,P1344,Q114717231
1693593,Q1642091,P1344,Q114717233
1693593,Q1642091,P1344,Q114717235
1693593,Q1642091,P1416,Q1579888
1693593,Q1642091,P166,Q60991786
1693593,Q1642091,P19,Q75110
1693593,Q1642091,P21,Q6581097
1693593,Q1642091,P27,Q148
1693593,Q1642091,P31,Q5
1693593,Q1642091,P69,Q1363559
1693593,Q1642091,P734,Q804970
6558206,Q1642094,P279,Q18554617
6558206,Q1642094,P31,Q12136
6558206,Q1642094,P689,Q3503092
6558206,Q1642094,P921,Q95559278
6558206,Q1642094,P921,Q71936423
6558206,Q1642094,P921,Q91275232
6558206,Q1642094,P921,Q95590616
6558206,Q1642094,P921,Q50000415
6114829,Q16425283,P1001,Q98956727
6114829,Q16425283,P131,Q851340
6114829,Q16425283,P131,Q45868
6114829,Q16425283,P131,Q3892248
6114829,Q16425283,P131,Q12133329
6114829,Q16425283,P131,Q1942196
6114829,Q16425283,P1313,Q98956727
6114829,Q16425283,P1376,Q980510
6114829,Q16425283,P1383,Q851340
6114829,Q16425283,P1383,Q12133329
6114829,Q16425283,P1383,Q12073852
6114829,Q16425283,P1383,Q1942196
6114829,Q16425283,P1383,Q3892248
6114829,Q16425283,P150,Q45868
6114829,Q16425283,P17,Q218
6114829,Q16425283,P31,Q659103
6114829,Q16425283,P36,Q980510
6114829,Q16425283,P421,Q6723
6114829,Q16425283,P421,Q6760
6114829,Q16425283,P6,Q104417864
6115075,Q16425371,P1001,Q98958301
6115075,Q16425371,P131,Q12161012
6115075,Q16425371,P131,Q45868
6115075,Q16425371,P131,Q3890946
6115075,Q16425371,P131,Q3890703
6115075,Q16425371,P131,Q12101458
6115075,Q16425371,P1313,Q98958301
6115075,Q16425371,P1376,Q587657
6115075,Q16425371,P1383,Q12101458
6115075,Q16425371,P1383,Q3890946
6115075,Q16425371,P1383,Q3890703
6115075,Q16425371,P1383,Q12161012
6115075,Q16425371,P1383,Q3890715
6115075,Q16425371,P150,Q45868
6115075,Q16425371,P17,Q218
6115075,Q16425371,P19,Q50826557
6115075,Q16425371,P31,Q659103
6115075,Q16425371,P36,Q587657
6115075,Q16425371,P421,Q6723
6115075,Q16425371,P421,Q6760
6115075,Q16425371,P6,Q24347907
6122591,Q16426054,P1001,Q98958402
6122591,Q16426054,P131,Q747164
6122591,Q16426054,P131,Q863866
6122591,Q16426054,P131,Q890867
6122591,Q16426054,P131,Q4969403
6122591,Q16426054,P131,Q187925
6122591,Q16426054,P1313,Q98958402
6122591,Q16426054,P1376,Q890867
6122591,Q16426054,P1383,Q747164
6122591,Q16426054,P1383,Q863866
6122591,Q16426054,P1383,Q890867
6122591,Q16426054,P1383,Q4969403
6122591,Q16426054,P150,Q187925
6122591,Q16426054,P17,Q218
6122591,Q16426054,P31,Q659103
6122591,Q16426054,P36,Q890867
6122591,Q16426054,P421,Q6723
6122591,Q16426054,P421,Q6760
6122591,Q16426054,P6,Q104425839
6156184,Q16427336,P1001,Q98956367
6156184,Q16427336,P131,Q1093193
6156184,Q16427336,P131,Q190690
6156184,Q16427336,P131,Q730072
6156184,Q16427336,P131,Q384035
6156184,Q16427336,P131,Q738156
6156184,Q16427336,P1313,Q98956367
6156184,Q16427336,P1376,Q1093193
6156184,Q16427336,P1383,Q738156
6156184,Q16427336,P1383,Q730072
6156184,Q16427336,P1383,Q384035
6156184,Q16427336,P1383,Q1093193
6156184,Q16427336,P1383,Q385988
6156184,Q16427336,P1464,Q9225008
6156184,Q16427336,P150,Q190690
6156184,Q16427336,P17,Q218
6156184,Q16427336,P19,Q276824
6156184,Q16427336,P20,Q5533344
6156184,Q16427336,P301,Q9184870
6156184,Q16427336,P31,Q659103
6156184,Q16427336,P36,Q1093193
6156184,Q16427336,P421,Q6723
6156184,Q16427336,P421,Q6760
6156184,Q16427336,P6,Q26701565
6156184,Q16427336,P910,Q9184870
6156184,Q16427336,P971,Q9225008
6162851,Q16427621,P1001,Q98956107
6162851,Q16427621,P131,Q2549857
6162851,Q16427621,P131,Q12106726
6162851,Q16427621,P131,Q12165815
6162851,Q16427621,P131,Q191653
6162851,Q16427621,P1313,Q98956107
6162851,Q16427621,P1376,Q2549857
6162851,Q16427621,P1383,Q2549857
6162851,Q16427621,P1383,Q12106726
6162851,Q16427621,P1383,Q12165815
6162851,Q16427621,P150,Q191653
6162851,Q16427621,P17,Q218
6162851,Q16427621,P31,Q659103
6162851,Q16427621,P36,Q2549857
6162851,Q16427621,P421,Q6723
6162851,Q16427621,P421,Q6760
6162851,Q16427621,P6,Q26156180
6162899,Q16427637,P1001,Q98957157
6162899,Q16427637,P131,Q2721079
6162899,Q16427637,P131,Q191653
6162899,Q16427637,P1313,Q98957157
6162899,Q16427637,P1376,Q2721079
6162899,Q16427637,P1383,Q2721079
6162899,Q16427637,P150,Q191653
6162899,Q16427637,P17,Q218
6162899,Q16427637,P31,Q659103
6162899,Q16427637,P36,Q2721079
6162899,Q16427637,P421,Q6723
6162899,Q16427637,P421,Q6760
6162899,Q16427637,P6,Q24053353
3047097,Q1644225,P1001,Q26694131
3047097,Q1644225,P1001,Q60052219
3047097,Q1644225,P131,Q24010535
3047097,Q1644225,P131,Q115508777
3047097,Q1644225,P131,Q119221688
3047097,Q1644225,P131,Q126820198
3047097,Q1644225,P131,Q55271
3047097,Q1644225,P1313,Q26694131
3047097,Q1644225,P1376,Q24010535
3047097,Q1644225,P17,Q29
3047097,Q1644225,P276,Q119169782
3047097,Q1644225,P31,Q2074737
3047097,Q1644225,P36,Q24010535
3047097,Q1644225,P361,Q107554049
3047097,Q1644225,P421,Q6655
3047097,Q1644225,P47,Q1643589
3047097,Q1644225,P47,Q1751514
3047097,Q1644225,P47,Q1642576
3047097,Q1644225,P47,Q1643684
3047097,Q1644225,P47,Q1643797
3047097,Q1644225,P527,Q107554049
3047097,Q1644225,P6,Q14046274
3047097,Q1644225,P937,Q14046274
3239098,Q1646956,P1001,Q105661001
3239098,Q1646956,P131,Q22064853
3239098,Q1646956,P131,Q31206104
3239098,Q1646956,P131,Q56692947
3239098,Q1646956,P131,Q175
3239098,Q1646956,P1313,Q105661001
3239098,Q1646956,P17,Q155
3239098,Q1646956,P180,Q55209822
3239098,Q1646956,P19,Q1911663
3239098,Q1646956,P301,Q28837456
3239098,Q1646956,P31,Q3184121
3239098,Q1646956,P421,Q6513
3239098,Q1646956,P47,Q431377
3239098,Q1646956,P47,Q986508
3239098,Q1646956,P47,Q1795422
3239098,Q1646956,P47,Q1806762
3239098,Q1646956,P910,Q28837456
52950,Q16473728,P1889,Q236108
52950,Q16473728,P1950,Q49158909
52950,Q16473728,P1950,Q122150862
52950,Q16473728,P1950,Q122174427
52950,Q16473728,P1950,Q104534995
52950,Q16473728,P1950,Q5484159
52950,Q16473728,P282,Q8229
52950,Q16473728,P2976,Q16600098
52950,Q16473728,P31,Q101352
52950,Q16473728,P31,Q110874
52950,Q16473728,P31,Q11455398
52950,Q16473728,P407,Q1321
52950,Q16473728,P460,Q36986672
52950,Q16473728,P527,Q61852758
52950,Q16473728,P527,Q111917130
52950,Q16473728,P734,Q27535108
52950,Q16473728,P734,Q673408
52950,Q16473728,P734,Q5928245
52950,Q16473728,P734,Q27586814
52950,Q16473728,P734,Q55069870
3055026,Q1647643,P1001,Q26694447
3055026,Q1647643,P1001,Q126484465
3055026,Q1647643,P131,Q6432955
3055026,Q1647643,P131,Q8343549
3055026,Q1647643,P131,Q24012956
3055026,Q1647643,P131,Q126830832
3055026,Q1647643,P131,Q5727
3055026,Q1647643,P1313,Q26694447
3055026,Q1647643,P1376,Q24012956
3055026,Q1647643,P17,Q29
3055026,Q1647643,P31,Q123680441
3055026,Q1647643,P36,Q24012956
3055026,Q1647643,P361,Q107556295
3055026,Q1647643,P421,Q6655
3055026,Q1647643,P47,Q1606725
3055026,Q1647643,P47,Q1636221
3055026,Q1647643,P47,Q1648554
3055026,Q1647643,P527,Q107556295
3055026,Q1647643,P6,Q14086161
3055026,Q1647643,P937,Q14086161
3055634,Q1647926,P1001,Q26694482
3055634,Q1647926,P1001,Q125151310
3055634,Q1647926,P1001,Q125152152
3055634,Q1647926,P1001,Q125152672
3055634,Q1647926,P1001,Q126484416
3055634,Q1647926,P131,Q3572130
3055634,Q1647926,P131,Q112120640
3055634,Q1647926,P131,Q120172882
3055634,Q1647926,P131,Q111347492
3055634,Q1647926,P131,Q16516755
3055634,Q1647926,P1313,Q26694482
3055634,Q1647926,P1376,Q120172882
3055634,Q1647926,P17,Q29
3055634,Q1647926,P301,Q10118474
3055634,Q1647926,P31,Q3957
3055634,Q1647926,P31,Q2074737
3055634,Q1647926,P36,Q120172882
3055634,Q1647926,P361,Q107553793
3055634,Q1647926,P361,Q107553802
3055634,Q1647926,P361,Q107553815
3055634,Q1647926,P403,Q95620392
3055634,Q1647926,P421,Q6655
3055634,Q1647926,P47,Q1772987
3055634,Q1647926,P47,Q959084
3055634,Q1647926,P47,Q671053
3055634,Q1647926,P47,Q1773026
3055634,Q1647926,P47,Q943072
3055634,Q1647926,P527,Q107553793
3055634,Q1647926,P527,Q107553802
3055634,Q1647926,P527,Q107553815
3055634,Q1647926,P6,Q14091769
3055634,Q1647926,P910,Q10118474
3055634,Q1647926,P937,Q14091769
3216116,Q16479781,P1533,Q27790661
3216116,Q16479781,P1889,Q408687
3216116,Q16479781,P282,Q8229
3216116,Q16479781,P31,Q101352
3216116,Q16479781,P407,Q1860
3216116,Q16479781,P734,Q116342528
3216116,Q16479781,P734,Q98925743
3216116,Q16479781,P734,Q100744181
3216116,Q16479781,P734,Q100744169
3216116,Q16479781,P734,Q15407389
3051349,Q1648516,P1001,Q26694546
3051349,Q1648516,P1001,Q126480788
3051349,Q1648516,P131,Q124733998
3051349,Q1648516,P131,Q71080
3051349,Q1648516,P131,Q124733982
3051349,Q1648516,P131,Q80214627
3051349,Q1648516,P131,Q124733993
3051349,Q1648516,P1313,Q26694546
3051349,Q1648516,P1376,Q24014170
3051349,Q1648516,P1383,Q24014170
3051349,Q1648516,P1383,Q124733982
3051349,Q1648516,P1383,Q124733990
3051349,Q1648516,P1383,Q124733993
3051349,Q1648516,P1383,Q124733998
3051349,Q1648516,P17,Q29
3051349,Q1648516,P19,Q86659872
3051349,Q1648516,P31,Q2074737
3051349,Q1648516,P36,Q24014170
3051349,Q1648516,P361,Q107554166
3051349,Q1648516,P421,Q6655
3051349,Q1648516,P47,Q1777817
3051349,Q1648516,P47,Q1640649
3051349,Q1648516,P47,Q1648479
3051349,Q1648516,P47,Q1648454
3051349,Q1648516,P47,Q389043
3051349,Q1648516,P527,Q107554166
3051349,Q1648516,P6,Q14103231
3051349,Q1648516,P937,Q14103231
3049059,Q1648566,P1001,Q26694553
3049059,Q1648566,P1001,Q126482101
3049059,Q1648566,P131,Q24011499
3049059,Q1648566,P131,Q126825084
3049059,Q1648566,P131,Q54888
3049059,Q1648566,P1313,Q26694553
3049059,Q1648566,P1376,Q24011499
3049059,Q1648566,P17,Q29
3049059,Q1648566,P31,Q2074737
3049059,Q1648566,P36,Q24011499
3049059,Q1648566,P361,Q107553656
3049059,Q1648566,P421,Q6655
3049059,Q1648566,P47,Q634303
3049059,Q1648566,P47,Q678050
3049059,Q1648566,P47,Q1766345
3049059,Q1648566,P47,Q1768243
3049059,Q1648566,P47,Q1904541
3049059,Q1648566,P527,Q107553656
3049059,Q1648566,P6,Q14072867
3049059,Q1648566,P937,Q14072867
1244971,Q1648569,P31,Q24702845
6067684,Q16487132,P1542,Q44512
6067684,Q16487132,P1542,Q165947
6067684,Q16487132,P1542,Q15729130
6067684,Q16487132,P1542,Q28485502
6067684,Q16487132,P1542,Q29842868
6067684,Q16487132,P17,Q717
6067684,Q16487132,P31,Q815758
6067684,Q16487132,P31,Q1337691
6067684,Q16487132,P828,Q28485502
6067684,Q16487132,P828,Q184840
6067684,Q16487132,P828,Q5173090
6067684,Q16487132,P828,Q17515475
6067684,Q16487132,P921,Q63868576
4341492,Q16491575,P105,Q7432
4341492,Q16491575,P171,Q147894
4341492,Q16491575,P31,Q16521
1896876,Q1649939,P17,Q33
1896876,Q1649939,P17,Q34
1896876,Q1649939,P180,Q121462787
1896876,Q1649939,P200,Q1329599
1896876,Q1649939,P200,Q1542161
1896876,Q1649939,P200,Q5950110
1896876,Q1649939,P200,Q24360492
1896876,Q1649939,P206,Q61996436
1896876,Q1649939,P206,Q5477831
1896876,Q1649939,P206,Q41660675
1896876,Q1649939,P206,Q41555288
1896876,Q1649939,P206,Q61995970
1896876,Q1649939,P301,Q10193199
1896876,Q1649939,P31,Q165
1896876,Q1649939,P31,Q39594
1896876,Q1649939,P361,Q24316513
1896876,Q1649939,P361,Q32253064
1896876,Q1649939,P361,Q10727517
1896876,Q1649939,P361,Q65825784
1896876,Q1649939,P361,Q11888038
1896876,Q1649939,P403,Q1329599
1896876,Q1649939,P403,Q1542161
1896876,Q1649939,P403,Q24318264
1896876,Q1649939,P403,Q24360492
1896876,Q1649939,P47,Q217245
1896876,Q1649939,P47,Q271043
1896876,Q1649939,P527,Q545
1896876,Q1649939,P527,Q122574
1896876,Q1649939,P706,Q1514540
1896876,Q1649939,P910,Q10193199
1896876,Q1649939,P921,Q69909099
1896876,Q1649939,P921,Q59864328
1896876,Q1649939,P921,Q99428294
1896876,Q1649939,P921,Q97926013
1896876,Q1649939,P921,Q112298173
1896876,Q1649939,P971,Q10193154
6344350,Q1650079,P131,Q3019937
6344350,Q1650079,P150,Q3019937
6344350,Q1650079,P17,Q262
6344350,Q1650079,P19,Q19951589
6344350,Q1650079,P31,Q2989398
6344350,Q1650079,P421,Q6655
1854599,Q165069,P112,Q84192
1854599,Q165069,P127,Q84192
1854599,Q165069,P131,Q546
1854599,Q165069,P138,Q85064518
1854599,Q165069,P1435,Q26971668
1854599,Q165069,P149,Q87480
1854599,Q165069,P149,Q186363
1854599,Q165069,P17,Q38
1854599,Q165069,P180,Q3957885
1854599,Q165069,P1830,Q84192
1854599,Q165069,P19,Q7244716
1854599,Q165069,P19,Q12788209
1854599,Q165069,P20,Q15453203
1854599,Q165069,P2283,Q212805
1854599,Q165069,P276,Q125996682
1854599,Q165069,P276,Q126278176
1854599,Q165069,P276,Q126287793
1854599,Q165069,P276,Q126287937
1854599,Q165069,P2846,Q24192067
1854599,Q165069,P2848,Q1814990
1854599,Q165069,P301,Q55270900
1854599,Q165069,P31,Q108860593
1854599,Q165069,P31,Q124830411
1854599,Q165069,P31,Q16735822
1854599,Q165069,P31,Q207694
1854599,Q165069,P31,Q58632302
1854599,Q165069,P527,Q121076637
1854599,Q165069,P631,Q87480
1854599,Q165069,P6379,Q3620122
1854599,Q165069,P6379,Q3870252
1854599,Q165069,P88,Q65968
1854599,Q165069,P8989,Q104599265
1854599,Q165069,P910,Q55270900
1854599,Q165069,P912,Q30022
1854599,Q165069,P912,Q200764
1854599,Q165069,P912,Q965173
1854599,Q165069,P912,Q6501349
1854599,Q165069,P915,Q3227413
1854599,Q165069,P921,Q62614325
1854599,Q165069,P971,Q104599265
3450089,Q16510,P131,Q5756
3450089,Q16510,P138,Q1640925
3450089,Q16510,P138,Q1656265
3450089,Q16510,P138,Q728215
3450089,Q16510,P138,Q548550
3450089,Q16510,P138,Q842211
3450089,Q16510,P17,Q29
3450089,Q16510,P177,Q4966434
3450089,Q16510,P177,Q6091343
3450089,Q16510,P177,Q6091668
3450089,Q16510,P206,Q5756
3450089,Q16510,P206,Q46940
3450089,Q16510,P206,Q54925
3450089,Q16510,P206,Q728215
3450089,Q16510,P301,Q19273823
3450089,Q16510,P31,Q4022
3450089,Q16510,P403,Q6115088
3450089,Q16510,P403,Q83181700
3450089,Q16510,P403,Q16508
3450089,Q16510,P403,Q16488846
3450089,Q16510,P403,Q6114968
3450089,Q16510,P4614,Q5793719
3450089,Q16510,P4614,Q116681033
3450089,Q16510,P885,Q6127609
3450089,Q16510,P910,Q19273823
3450089,Q16510,P971,Q25974292
3450089,Q16510,P974,Q2894249
3450089,Q16510,P974,Q16508
3450089,Q16510,P974,Q6115088
3450089,Q16510,P974,Q23993397
3450089,Q16510,P974,Q6114885
1356919,Q1652530,P102,Q17427
1356919,Q1652530,P106,Q82955
1356919,Q1652530,P106,Q188094
1356919,Q1652530,P19,Q1159662
1356919,Q1652530,P21,Q6581097
1356919,Q1652530,P27,Q148
1356919,Q1652530,P31,Q5
1356919,Q1652530,P39,Q46316680
1356919,Q1652530,P512,Q17281072
1356919,Q1652530,P69,Q545540
1356919,Q1652530,P734,Q15938161
5698834,Q1653084,P1001,Q4486305
5698834,Q1653084,P131,Q16016700
5698834,Q1653084,P131,Q45003206
5698834,Q1653084,P131,Q4477020
5698834,Q1653084,P131,Q4263420
5698834,Q1653084,P131,Q4215332
5698834,Q1653084,P1376,Q6576
5698834,Q1653084,P1464,Q29139965
5698834,Q1653084,P150,Q4478356
5698834,Q1653084,P150,Q4279998
5698834,Q1653084,P150,Q4429653
5698834,Q1653084,P150,Q4479594
5698834,Q1653084,P150,Q4215332
5698834,Q1653084,P163,Q4486305
5698834,Q1653084,P17,Q159
5698834,Q1653084,P19,Q55172
5698834,Q1653084,P19,Q4104651
5698834,Q1653084,P276,Q4217208
5698834,Q1653084,P301,Q9560086
5698834,Q1653084,P31,Q2198484
5698834,Q1653084,P36,Q6576
5698834,Q1653084,P47,Q6576
5698834,Q1653084,P910,Q9560086
5698834,Q1653084,P971,Q29139965
6102965,Q1653326,P31,Q11387
6102965,Q1653326,P361,Q77362598
6102965,Q1653326,P361,Q77368067
6102965,Q1653326,P361,Q77362159
6102965,Q1653326,P361,Q77360489
6102965,Q1653326,P361,Q77369989
6102965,Q1653326,P59,Q9253
6102965,Q1653326,P6259,Q1264450
3053065,Q1653451,P1001,Q26694933
3053065,Q1653451,P1001,Q126479402
3053065,Q1653451,P131,Q54955
3053065,Q1653451,P131,Q24015116
3053065,Q1653451,P131,Q110018816
3053065,Q1653451,P131,Q67457466
3053065,Q1653451,P131,Q5761834
3053065,Q1653451,P1313,Q26694933
3053065,Q1653451,P1376,Q24015116
3053065,Q1653451,P17,Q29
3053065,Q1653451,P19,Q111310180
3053065,Q1653451,P301,Q26217142
3053065,Q1653451,P31,Q61763947
3053065,Q1653451,P36,Q24015116
3053065,Q1653451,P361,Q107553227
3053065,Q1653451,P37,Q1321
3053065,Q1653451,P47,Q1644096
3053065,Q1653451,P47,Q1651270
3053065,Q1653451,P47,Q1653436
3053065,Q1653451,P527,Q107553227
3053065,Q1653451,P6,Q14123740
3053065,Q1653451,P910,Q26217142
3053065,Q1653451,P937,Q14123740
3052933,Q1653542,P1001,Q26694942
3052933,Q1653542,P1001,Q126479326
3052933,Q1653542,P131,Q54955
3052933,Q1653542,P131,Q43148324
3052933,Q1653542,P131,Q24015196
3052933,Q1653542,P131,Q43148305
3052933,Q1653542,P131,Q126817943
3052933,Q1653542,P1313,Q26694942
3052933,Q1653542,P1376,Q24015196
3052933,Q1653542,P17,Q29
3052933,Q1653542,P301,Q28982587
3052933,Q1653542,P31,Q61763947
3052933,Q1653542,P36,Q24015196
3052933,Q1653542,P37,Q1321
3052933,Q1653542,P421,Q6655
3052933,Q1653542,P47,Q675071
3052933,Q1653542,P47,Q1651022
3052933,Q1653542,P47,Q1772274
3052933,Q1653542,P6,Q94292108
3052933,Q1653542,P910,Q28982587
3052933,Q1653542,P937,Q14122815
5730176,Q1654138,P131,Q93822
5730176,Q1654138,P131,Q5942
5730176,Q1654138,P131,Q4342363
5730176,Q1654138,P131,Q4108250
5730176,Q1654138,P131,Q4318978
5730176,Q1654138,P1376,Q93822
5730176,Q1654138,P1464,Q15923463
5730176,Q1654138,P150,Q4365307
5730176,Q1654138,P150,Q4421127
5730176,Q1654138,P150,Q4108250
5730176,Q1654138,P150,Q4075058
5730176,Q1654138,P150,Q4342363
5730176,Q1654138,P17,Q159
5730176,Q1654138,P19,Q4132257
5730176,Q1654138,P19,Q4302977
5730176,Q1654138,P19,Q4350722
5730176,Q1654138,P19,Q17094652
5730176,Q1654138,P19,Q66023817
5730176,Q1654138,P301,Q9440837
5730176,Q1654138,P31,Q2198484
5730176,Q1654138,P31,Q13220204
5730176,Q1654138,P36,Q93822
5730176,Q1654138,P421,Q6940
5730176,Q1654138,P421,Q1322118
5730176,Q1654138,P421,Q2351310
5730176,Q1654138,P910,Q9440837
5730176,Q1654138,P971,Q15923463
5756804,Q1655149,P131,Q21193166
5756804,Q1655149,P131,Q6838
5756804,Q1655149,P131,Q21193499
5756804,Q1655149,P131,Q21193314
5756804,Q1655149,P131,Q21193370
5756804,Q1655149,P1376,Q4170497
5756804,Q1655149,P17,Q159
5756804,Q1655149,P301,Q9520255
5756804,Q1655149,P31,Q2198484
5756804,Q1655149,P36,Q4170497
5756804,Q1655149,P421,Q2347353
5756804,Q1655149,P421,Q2351250
5756804,Q1655149,P910,Q9520255
540586,Q165524,P103,Q1860
540586,Q165524,P106,Q15295720
540586,Q165524,P106,Q2405480
540586,Q165524,P106,Q10798782
540586,Q165524,P106,Q3282637
540586,Q165524,P106,Q33999
540586,Q165524,P1283,Q20814629
540586,Q165524,P1343,Q67311526
540586,Q165524,P1346,Q257235
540586,Q165524,P138,Q21515211
540586,Q165524,P1412,Q1860
540586,Q165524,P161,Q113471777
540586,Q165524,P161,Q3986596
540586,Q165524,P161,Q17152623
540586,Q165524,P161,Q648977
540586,Q165524,P161,Q892735
540586,Q165524,P162,Q52151283
540586,Q165524,P162,Q17436508
540586,Q165524,P162,Q1137254
540586,Q165524,P162,Q179018
540586,Q165524,P162,Q651060
540586,Q165524,P175,Q60464931
